Wallet address,Twitter account,Tweet link for Mission1,Tweet link (Quoted RT) for Mission-7,Mission-8. Idea for Custom Risk Index,Article link for Mission-9
0xd2116aA60eFeC0e69E0e61e70fFa89b668Ffef4E,https://twitter.com/x7age,https://twitter.com/x7age/status/1425091566109138949?s=20,https://twitter.com/x7age/status/1425093251871215628?s=20,1,1
0x614007612244818746D61c0531eC8D0854267B39,@lierna4,https://twitter.com/lierna4/status/1425095626262523907?s=20,https://twitter.com/lierna4/status/1425095910065938434?s=20,1,1
0x2EAc0852D17E39fd3E9d0E297e9139b6a8508017,@ikiagam,https://twitter.com/ikiagam/status/1425093565949022219?s=19,https://twitter.com/ikiagam/status/1424994456223113219?s=19,1,1
0xB66F2E1da0ac3d2f921A14f94766599F3E2F6c4D,@donniiieeeee,https://twitter.com/donniiieeeee/status/1424914134328430592?s=19,https://twitter.com/donniiieeeee/status/1424918518210842629?s=19,1,1
0x61a9747733c754f7640e3C864107c3d472e094A0,@Dendidoyoks,https://twitter.com/Dendidoyoks/status/1424641240566427650,https://twitter.com/Dendidoyoks/status/1424651636056608772,1,1
0xfbBaC6840CD7BEb0BdF829164c1CABE45737E851,@Lupita98744835,https://twitter.com/Lupita98744835/status/1425095608659070986?s=20,https://twitter.com/Lupita98744835/status/1425095931477774342?s=20,1,1
0xfe3D1094c7c0138E1b4B7832bAD0933A19442505,@ngopiairdrop,https://twitter.com/ngopiairdrop/status/1425095088468905988?s=19,https://twitter.com/ngopiairdrop/status/1425094552197734408?s=19,1,1
0xcE581A5Aa8B3dAc92bb169f148B3f4831344f8c2,@Ardityarama3,https://twitter.com/Ardityarama3/status/1424935978217525248?s=19,https://twitter.com/Ardityarama3/status/1424946561402884096?s=19,1,1
0x0B99c0D63422A3CcC345962b9E82744763A3261B,https://twitter.com/Alalamsyach01,https://twitter.com/Alalamsyach01/status/1425093031129124874?s=19,https://twitter.com/insuredao/status/1423676009274953733?s=19,1,1
0xcb1A300720A6e6c1fD041E192E3F4e3637a4EF97,https://twitter.com/Msite02,https://twitter.com/Msite02/status/1424135006751019018?s=19,https://twitter.com/Msite02/status/1425095039298981888?s=19,1,1
0x2D244f32F1Df779271f920EBFd54B8D9b9a2BF4B,@linggar99366304,https://twitter.com/linggar99366304/status/1424941317096755206?s=20,https://twitter.com/linggar99366304/status/1424941317096755206?s=20,1,1
0x1696554651861f268097F0FebA182f2173edC69a,@Stuff89879909,https://twitter.com/Stuff89879909/status/1425093891410235392?s=19,https://twitter.com/Stuff89879909/status/1425094631985922062?s=19,1,1
0x3B60d1d0c5160E171ebF3b67b30E03276c159dbA,@WGGEAR,https://twitter.com/WGGEAR/status/1425093347790757894,https://twitter.com/WGGEAR/status/1425093545891934214,1,1
0x481408B17c0837a19E530041FefC90593b307D14,@UntungSawan,https://twitter.com/UntungSawan/status/1425096508970569730?s=20,https://twitter.com/UntungSawan/status/1425096508970569730?s=20,1,1
0xd915185860C732c991bE071948e24a1d01F062f6,@rullylaker,https://twitter.com/rullylaker/status/1425091320650125317?s=20,https://twitter.com/rullylaker/status/1425091737349939207?s=20,1,1
0x58B1B7a4614b126F32421c2e47A9398f0c01Eae5,@sayyedalhamid,https://twitter.com/SayyedAlhamid/status/1425092351094108170,https://twitter.com/SayyedAlhamid/status/1425096533037527056,1,1
0x1Af93c4D2020e1C6813df75F5416A98E55ccedf0,@riuko16,https://twitter.com/riuko16/status/1425096414196031488?s=20,https://twitter.com/riuko16/status/1425096715359690762?s=20,1,1
0x3cc487d0e57eE72150afB5904038cc48EEFcc1F3,https://twitter.com/tanziilulyogo01,https://twitter.com/tanziilulyogo01/status/1424912785754836994?s=19,https://twitter.com/tanziilulyogo01/status/1424918850798120966?s=19,1,1
0xea849ad0bBaa67915F1eD5aBf037e2d4e22F57b2,@anilamsu,https://twitter.com/anilamsu/status/1425096634967498754,https://twitter.com/anilamsu/status/1425096634967498754,1,1
0xD3e42ff0eeee242B0a5FCe1C474f622cd16aeb45,@jocrong29,@jocrong29,,1,1
0x2f6E50ccADdBaB279f23dC611988a9644F02B491,https://twitter.com/fawazdhafi,https://twitter.com/fawazdhafi/status/1425095767119876105?s=21,https://twitter.com/fawazdhafi/status/1425096468478758924?s=21,1,1
0x12e929FA77E029D6592f9f2d45f4a10c804a6C51,@Stone_ColdGLHF,https://twitter.com/Stone_ColdGLHF/status/1424955085205905409,https://twitter.com/Stone_ColdGLHF/status/1424953804580032512,1,1
0xF507c8D3eB7ab6994953f8547F8444F50A4f2Dab,https://twitter.com/sentungkupit,https://twitter.com/sentungkupit/status/1425096102307667973?s=19,https://twitter.com/sentungkupit/status/1425096102307667973?s=19,1,1
0xA7dED6386b03c0967c642D94c439a721a6cD1AF1,https://twitter.com/Reza76870152,https://twitter.com/Reza76870152/status/1425096425461985282?s=19,https://twitter.com/Reza76870152/status/1425096425461985282?s=19,1,1
0xb06A449102961c1Af28C0453dD88986c698c0Ac2,@Rebecca_davis79,https://twitter.com/Rebecca_davis79/status/1425091587286216707?s=20,https://twitter.com/Rebecca_davis79/status/1425096532282548228?s=20,1,1
0x029D0AAe1Fca0Defb04024436bDe86648E67a0a1,@AbdulMa87187165,https://twitter.com/AbdulMa87187165/status/1424919417293475844,https://twitter.com/AbdulMa87187165/status/1424929534042726407,1,1
0x188954fAf9386E2745EBDbC101137885dE6D68F8,https://twitter.com/ni_fauzans,0x188954fAf9386E2745EBDbC101137885dE6D68F8,0x188954fAf9386E2745EBDbC101137885dE6D68F8,1,1
0xB4DdE601f40DB20892129d4558FbfA7219f46E98,@gadielagan,https://twitter.com/gadielagan/status/1425091422076686340,https://twitter.com/gadielagan/status/1425091662406160391,1,1
0xdbA5F5D4b3fE8C73e9F9CC43d46867b2cf191d54,https://twitter.com/Mia25202118?s=09,https://twitter.com/Mia25202118/status/1425096643406442504?s=19,https://twitter.com/Mia25202118/status/1425096209128206340?s=19,1,1
0xA04e8abEc8530629c69018860E3ebfA4C68a2153,@darkseid89931,https://twitter.com/darkseid89931/status/1423719457499672578?s=20,https://twitter.com/insuredao/status/1423676009274953733?s=20,1,1
0xEf76b5F674b2CBD4749Bb4De3C011FEb59a48c8B,@anapatrisno90,https://twitter.com/anapatrisno90/status/1424913475579441155?s=20,https://twitter.com/anapatrisno90/status/1425095044554530831?s=20,1,1
0xe6144b84b42d994885C6D144D9F21c168D119De9,https://twitter.com/Nanatri15,https://twitter.com/Nanatri15/status/1425096957027131397?s=19,https://twitter.com/Nanatri15/status/1425095238893412368?s=19,1,1
0xd71F12fb050751eA24898455d447e51AeE489bCe,https://twitter.com/RianputraSk8,https://twitter.com/RianputraSk8/status/1424925244750319617?s=19,https://twitter.com/RianputraSk8/status/1424925244750319617,1,1
0x6D4639D960Adba5a1d7156553F50738Db995b04A,@azmi_syafa,https://twitter.com/azmi_syafa/status/1425091704860913674?s=19,https://twitter.com/azmi_syafa/status/1425091704860913674?s=19,1,1
0xd943b4F9a28C6593B5c24362A89a9D17893E4D66,https://twitter.com/Sadbuy7?s=09,https://twitter.com/Sadbuy7/status/1425093829749784580?s=19,https://twitter.com/Sadbuy7/status/1425094446329311238?s=19,1,1
0xca0693051BAd733BC7cABF01D6ECdc6eF1d36fcB,@AlFathi03170619,https://twitter.com/AlFathi03170619/status/1424921722067640322,https://twitter.com/AlFathi03170619/status/1424939010879721472,1,1
0xf9c991E5E84954561A4625A0DC0D879Fd7fbbebc,https://twitter.com/ifir3,https://twitter.com/ifir3/status/1425091065170874371,https://twitter.com/ifir3/status/1425090512927825928,1,1
0x8D46E2147204fE1c91147Aa24Bc83780349008C5,@AyoGnation,https://twitter.com/AyoGnation/status/1424441385361489922?s=20,https://twitter.com/AyoGnation/status/1424928337068281856?s=20,1,1
0xB67C73E7C61f0e9Fb10dEcC0Af77D39000c6fC4f,https://twitter.com/okta_bimo,https://twitter.com/okta_bimo/status/1425061882491138053,https://twitter.com/okta_bimo/status/1425096932351954955,1,1
0xC7614a5CF70a2F1E7a953c9C21A0c8af51613C02,@HyunaSpoea,https://twitter.com/HyunaSpoea/status/1425097281968222209?s=20,https://twitter.com/HyunaSpoea/status/1425097671090614283?s=20,1,1
0xb210D1E74d96347886103Ed51f3753bd2A95f039,@cryptotrader900,https://twitter.com/Cryptotrader900/status/1425094780221108232?s=20,https://twitter.com/Cryptotrader900/status/1425095548630147077?s=20,1,1
0xC329bE851Fb45bB4dED659C3AB9934fa79d28f7A,@airdroplegit27,https://twitter.com/airdroplegit27/status/1424935129600860167?s=19,,1,1
0x24785387A22ebab9c24d90791950Fd0538f3AF8B,@cryptoshici,https://twitter.com/cryptoshici/status/1425097244915683342,https://twitter.com/cryptoshici/status/1425097946857680910,1,1
0x59c7C83F0eB00bdf817c2a1708Dc9261Fa761B09,https://twitter.com/sagabone,https://twitter.com/sagabone/status/1425092786806788098?s=19,https://twitter.com/sagabone/status/1425096823144865793?s=19,1,1
0xdAfDafd55FF7cE746e33772Ac72813D600B4E230,https://twitter.com/Tahaa10691512?s=09,https://twitter.com/Tahaa10691512/status/1425045815030996993?s=19,https://twitter.com/Tahaa10691512/status/1425097573078077460?s=19,1,1
0x52fc158482979ED142A3BCa7879DacAf277f6c2D,@yamiset6,https://twitter.com/Yamiset6/status/1424960785063628802,https://twitter.com/Yamiset6/status/1425097703097356301,1,1
0x4B2735aFadFC8F5AEe098b6e5F47F18C77CDc64b,https://twitter.com/TracyWh65051717,https://twitter.com/TracyWh65051717/status/1424656359220469763,https://twitter.com/TracyWh65051717/status/1424656359220469763,1,1
0x915Df7674d3f740D3AB1D0699441779aAC473D8F,@RizalHF2,https://twitter.com/RizalHF2/status/1425000615541841924?s=20,https://twitter.com/RizalHF2/status/1425096162072223753?s=20,1,1
0xfD4e9F6c3D196A44ac73D51334DFecfB2212590f,https://twitter.com/Clackson17,https://twitter.com/Clackson17/status/1425080122156085249,https://twitter.com/Clackson17/status/1425089256863772677,1,1
0x1c4beA52f2082e5382264610AC7809D08356A08C,@ramaerikesprada,https://twitter.com/ramaerikesprada/status/1425096079054450694,https://twitter.com/ramaerikesprada/status/1425097281406128132,1,1
0x86d8B10620495F0E9e5dfFC6b5ad4fD02e8176F4,https://mobile.twitter.com/boysutrisboy,https://twitter.com/boysutrisboy/status/1425060590519676931?s=20,https://twitter.com/boysutrisboy/status/1425095832399908868?s=20,1,1
0x5Fe8546B4C4F18d07cd08b0C7AE14e75D913a2D2,@dimaspribadi07,https://twitter.com/dimaspribadi07/status/1425098584467415043?s=19,https://twitter.com/dimaspribadi07/status/1425098353700921358?s=19,1,1
0xBB648D84Ed73C7a3D277F47d9981206B376d962d,@yanuar32145,https://twitter.com/yanuar32145/status/1425096832573706245?s=20,https://twitter.com/yanuar32145/status/1425097373294989315?s=20,1,1
0xE3b474Ea507924e8858E9b6ecA19E5E5374D3825,@ichavalen2,https://twitter.com/IchaValen2/status/1424972358863884293,https://twitter.com/IchaValen2/status/1424972358863884293,1,1
0xe6e005Aa657B9274a7E0D6666229a349b59C1ad2,https://twitter.com/mardika1994,https://twitter.com/mardika1994/status/1425092546548674567?s=19,https://twitter.com/mardika1994/status/1425092390684176393?s=19,1,1
0x74da3570E6B79EE9edB0440436435c72624d603F,https://mobile.twitter.com/Dimaszoyy01/status/1366796870408802304?s=20,https://twitter.com/Dimaszoyy01/status/1425094910303158278?s=20,https://twitter.com/Dimaszoyy01/status/1425094910303158278?s=20,1,1
0xed3f32CE9bDDDC3341d78fa2e5286054d0D5e8b1,@nmhl21,https://twitter.com/nmhl21/status/1425094916745617414?s=19,https://twitter.com/nmhl21/status/1425098543119880192?s=19,1,1
0xb97b26CA8F527a512193C22a708C254d1973a4F3,https://twitter.com/kholispratama10,https://twitter.com/kholispratama10/status/1425094653490208768?s=20,https://twitter.com/kholispratama10/status/1425093156874379279?s=20,1,1
0x85d2edB9C2b6700B91d998acf0C54428C8B81e55,https://twitter.com/edogaw4w?s=09,https://twitter.com/edogaw4w/status/1425099002220093454?s=19,https://twitter.com/edogaw4w/status/1425096821551116296?s=19,1,1
0xd2e19aAC440544fc01de0cEBfEE0593bcc539286,@FikhryAmrullah,https://twitter.com/FikhryAmrullah/status/1424927824398282752?s=19,https://twitter.com/FikhryAmrullah/status/1424927824398282752?s=19,1,1
0x0cFA56D83F99736665337064c42f4ed0240b3D42,@driankhanzz,https://twitter.com/driankhanzz/status/1425021675586740226?s=19,https://twitter.com/driankhanzz/status/1425022131759304705?s=19,1,1
0x38dE8C90F42A9669Da4E29d775F679C606E83167,@dinasopy,https://twitter.com/dinasopy/status/1425098038540898311?s=20,https://twitter.com/dinasopy/status/1425099595550445575?s=19,1,1
0xA584425FAB798778310978c5C4fFF99E211ccda7,@kartalcim27,https://twitter.com/kartalcim27/status/1425093485233852417?s=19,https://twitter.com/kartalcim27/status/1425099189046947850?s=19,1,1
0x72692389812252b7703C3a3f84b67c5cebAaEEf9,@galuhauh_,https://twitter.com/galuhauh_/status/1425099464797208591?s=20,https://twitter.com/galuhauh_/status/1424994554378219520?s=20,1,1
0xA559CCC80C2B4a1Ae013d7C41F5C0686723d02B3,@alip69651242,https://twitter.com/Alip69651242/status/1425099235725299717?s=20,https://twitter.com/Alip69651242/status/1425097812916817927?s=20,1,1
0x83BA9e28C578b787BD03ebE4eFeC05db556D4c46,@Pipisss_,https://twitter.com/Pipisss_/status/1423995126775308291?s=19,https://twitter.com/Pipisss_/status/1424011923167727616?s=19,1,1
0xA0673F8187653f17B931454846A028c9380C821C,@takkunsuzuki,https://twitter.com/takkunsuzuki/status/1424912331499134983?s=19,https://twitter.com/takkunsuzuki/status/1424917953510731776?s=19,1,1
0x10d266aF21FAb8545ADc551E309a70115EbD011a,@HUiHUi32793070,https://twitter.com/HUiHUi32793070/status/1424710680419078146,https://twitter.com/HUiHUi32793070/status/1424715392132337668,1,1
0xd2ccE0d7270592Ea2Cbc11833a0a4FD184eC0653,@teuingjadahlah,https://twitter.com/teuingjadahlah/status/1423695029747404800?s=19,https://twitter.com/insuredao/status/1423676565729144834?s=19,1,1
0x699439E3570aC9A1f1e39e0d129cFfa197Ad84E6,https://twitter.com/naminamia3,https://twitter.com/naminamia3/status/1425098470730440708,https://twitter.com/naminamia3/status/1425098727165988871,1,1
0xdcAf79e75ce13E1B8205327809969Ae3be8fDc07,https://twitter.com/setapai_crypto?s=09,https://twitter.com/setapai_crypto/status/1425098474257797129?s=19,https://twitter.com/setapai_crypto/status/1425098422730858510?s=19,1,1
0xDFE92230D79038Bff94ff087802e9b2a92c95521,@hendrapurnamap,https://twitter.com/hendrapurnamap/status/1425091980917411844?s=20,https://twitter.com/hendrapurnamap/status/1425092572276473872?s=20,1,1
0x449679D9c9E84B92640E33fe88b58d0185123b0F,@Raizel77777,https://twitter.com/Raizel77777/status/1424914920173228039?s=19,https://twitter.com/Raizel77777/status/1425099987315265541?s=19,1,1
0xbB79E9874c36609bDCecD4a644822FbA8431fA64,https://twitter.com/Debakus1,https://twitter.com/Debakus1/status/1425100399556562949,https://twitter.com/Debakus1/status/1425098346923008017,1,1
0x11B2860Cc35BEd475B01f0A1FCC2B6a999543073,@wahyudikadek1,https://twitter.com/wahyudikadek1/status/1425026462243905538,https://twitter.com/wahyudikadek1/status/1425095924372606976,1,1
